object_id,object_type,lat,lon,current_name,suggested_name,suggested_action,suggestion_reason,issue_count,issue_types,candidate_names,province,road,address,osm_id,osm_name,google_place_id,source_datasets,reviewed_name,review_status,review_note,ai_suggested_name,ai_confidence,ai_reason
vn-toll-gmaps-chijuyf92xusdderp1zo6r1ueqo,toll_station,10.875323,107.931343,Trạm thu phí Sông Phan,Trạm thu phí Sông Phan,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Sông Phan | OSM toll 1588276876 | Trạm Thu phí Sông Phan | Trạm Thu phí Sông Phan | Trạm thu phí Sông Phan | Trạm Thu phí Sông Phan | Trạm thu phí Sông Phan,Lâm Đồng,,"AH1, Hàm Thuận Nam, Lâm Đồng, Việt Nam",vn-toll-osm-1588276876,OSM toll 1588276876,ChIJUyF92xUsdDERP1Zo6R1UEQo,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijh4ypgmglnterffp5cs-xi3k,toll_station,20.949337,106.012557,Trạm thu phí Số 1 - Quốc lộ 5,Trạm thu phí Số 1 - Quốc lộ 5,keep,current name is acceptable by rules,1,multiple_name_variants,Trạm thu phí Số 1 - Quốc lộ 5 | Trạm thu phí số 1 | QL5 | Trạm Thu phí Số 1 - Quốc lộ 5 | Trạm Thu phí Số 1 - Quốc lộ 5 | Trạm thu phí Số 1 - Quốc lộ 5,Hưng Yên,QL5,"W2X7+P2M Trạm Thu phí Số 1 - Quốc lộ 5, QL5, Như Quỳnh, Hưng Yên, Việt Nam",vn-toll-osm-481837637,Trạm thu phí số 1,ChIJh4YpGmGlNTERFfP5cS-xI3k,A_colleague;B_final,,,,,,
final-ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,toll_station,20.9085704,106.5726339,Trạm thu phí Số 2 - Quốc lộ 5,Trạm thu phí Số 2 - Quốc lộ 5,keep,current name matches Google better than OSM,3,osm_placeholder_name;multiple_name_variants;source_name_conflict,Trạm thu phí Số 2 - Quốc lộ 5 | OSM toll 10185562123 | QL5 | TRẠM THU PHÍ QL 5 SỐ 2 ( TRẠM QUÁN TOAN) | Trạm Thu phí Số 2 - Quốc lộ 5 | Trạm thu phí Số 2 - Quốc lộ 5,Hải Phòng,QL5,"QL5 chợ Hỗ, Hồng An, Hải Phòng, Việt Nam",vn-toll-osm-10185562123,OSM toll 10185562123,ChIJ4dEMbuZ4SjERLJAkCqZ65Ac,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijmzqjckncatervw-k6mqd6u8,toll_station,15.548535,108.518476,Trạm thu phí Tam Kỳ,Trạm thu phí Tam Kỳ,keep,current name matches Google better than OSM,3,osm_placeholder_name;multiple_name_variants;source_name_conflict,Trạm thu phí Tam Kỳ | OSM toll 6860284192 | QL1A | Trạm Thu phí Tam Kỳ | Trạm Thu phí Tam Kỳ | TRẠM THU PHÍ TAM KỲ | Trạm Thu phí Tam Kỳ | Trạm thu phí Tam Kỳ,Đà Nẵng,QL1A,"GGX9+C99 Trạm Thu phí Tam Kỳ, QL1A, Tam Xuân, Đà Nẵng, Việt Nam",vn-toll-osm-6860284192,OSM toll 6860284192,ChIJmZQJcKncaTERVW-k6Mqd6U8,A_colleague;B_final,,,,,,
vn-toll-gmaps-chij3whjiascoderoc1smos1xbs,toll_station,17.890216,106.450909,Trạm thu phí TASCO Quảng Bình,Trạm thu phí TASCO Quảng Bình,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí TASCO Quảng Bình | OSM toll 668714123 | Trạm Thu Phí TASCO Quảng Bình | Trạm Thu Phí TASCO Quảng Bình | TRẠM THU PHÍ TASCO QUẢNG BÌNH | Trạm Thu Phí TASCO Quảng Bình | Trạm thu phí TASCO Quảng Bình,Quảng Bình,,"VFR2+39M Trạm Thu Phí TASCO Quảng Bình, Phú Trạch, Quảng Trị, Việt Nam",vn-toll-osm-668714123,OSM toll 668714123,ChIJ3WhjiaScODEROc1smOs1Xbs,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijj9dxbz8nntery-h6eafxdse,toll_station,21.644094,105.785999,Trạm thu phí Thái Nguyên - Chợ Mới,Trạm thu phí Thái Nguyên - Chợ Mới,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Thái Nguyên - Chợ Mới | OSM toll 10001978675 | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm thu phí Thái Nguyên - Chợ Mới,Thái Nguyên,,"JQVP+J9Q Trạm Thu phí Thái Nguyên - Chợ Mới, Quan Triều, Thái Nguyên, Việt Nam",vn-toll-osm-10001978675,OSM toll 10001978675,ChIJJ9dxBz8nNTERy_H6eAFXDSE,B_final,,,,,,
vn-toll-gmaps-chijq6qqvpajnterc3bdyznisgo,toll_station,20.776437,106.507622,Trạm thu phí Tiên Cựu,Trạm thu phí Tiên Cựu,keep,current name matches Google better than OSM,3,osm_placeholder_name;multiple_name_variants;source_name_conflict,Trạm thu phí Tiên Cựu | OSM toll 6864061670 | QL10 | Trạm Thu phí Tiên Cựu | Trạm Thu phí Tiên Cựu | TRẠM THU PHÍ TIÊN CỰU | Trạm Thu phí Tiên Cựu | Trạm thu phí Tiên Cựu,Hải Phòng,QL10,"QGG5+H2H Trạm Thu phí Tiên Cựu, QL10, Quyết Thắng, Hải Phòng, Việt Nam",vn-toll-osm-6864061670,OSM toll 6864061670,ChIJq6qqvpaJNTERC3bDyZNiSGo,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijoz7tsyhkdderuzx9tyaqzms,toll_station,10.945377,107.057444,Trạm thu phí Trảng Bom,Trạm thu phí Trảng Bom,keep,current name is acceptable by rules,1,multiple_name_variants,Trạm thu phí Trảng Bom | Trạm thu phí Trảng Bom | QL1A | TRẠM THU PHÍ TRẢNG BOM- ĐỒNG NAI | Trạm Thu phí Trảng Bom | Trạm thu phí Trảng Bom,Đồng Nai,QL1A,"Trạm thu phí đường tránh Biên Hòa, QL1A, Hưng Thịnh, Đồng Nai 76000, Việt Nam",vn-toll-osm-1093353487,Trạm thu phí Trảng Bom,ChIJOz7TsYHkdDERUZx9tyaQZMs,A_colleague;B_final,,,,,,
vn-toll-gmaps-chij1umhywbvaderfo0oqudtkge,toll_station,15.063359,108.839193,Trạm thu phí Tư Nghĩa,Trạm thu phí Tư Nghĩa,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Tư Nghĩa | OSM toll 6860315448 | Trạm Thu phí Tư Nghĩa | Trạm Thu phí Tư Nghĩa | TRẠM THU PHÍ TƯ NGHĨA | Trạm Thu phí Tư Nghĩa | Trạm thu phí Tư Nghĩa,Quảng Ngãi,,"3R7Q+8M Trạm Thu phí Tư Nghĩa, Tư Nghĩa, Quảng Ngãi, Việt Nam",vn-toll-osm-6860315448,OSM toll 6860315448,ChIJ1UmHYwBVaDERFO0OqUDTKGE,A_colleague;B_final,,,,,,
vn-toll-gmaps-chij180vwgctndertlpjgciqgh4,toll_station,21.365264,105.380222,Trạm thu phí Việt Trì (IC7),Trạm thu phí Việt Trì (IC7),keep,current name is acceptable by rules,1,multiple_name_variants,Trạm thu phí Việt Trì (IC7) | Trạm thu phí Việt Trì | CT05 | Trạm thu phí Việt Trì (IC7),Phú Thọ,CT05,"Trạm thu phí IC7 - TP Việt Trì, CT05, Vân Phú, Phú Thọ, Việt Nam",vn-toll-osm-4965039224,Trạm thu phí Việt Trì,ChIJ180VWgCTNDERTLPjgCIqGh4,B_final,,,,,,
vn-toll-gmaps-chij3dxy82ftnderbrdtq0yxuy8,toll_station,21.355073,105.463963,Trạm thu phí Văn Quán (IC6),Trạm thu phí Văn Quán (IC6),keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Văn Quán (IC6) | OSM toll 6554465773 | Trạm Thu phí Văn Quán (IC6) | Trạm Thu phí Văn Quán (IC6) | Trạm thu phí Văn Quán (IC6),Phú Thọ,,"9F47+2HG Trạm Thu phí Văn Quán (IC6), Unnamed Road, Sơn Đông, Phú Thọ, Việt Nam",vn-toll-osm-6554465773,OSM toll 6554465773,ChIJ3dXY82ftNDERbRdtQ0yxuy8,B_final,,,,,,
vn-toll-gmaps-chijq32qgjhfnderqfmgxjirylu,toll_station,20.870306,105.513575,Trạm thu phí Xuân Mai - Hòa Bình,Trạm thu phí Xuân Mai - Hòa Bình,keep,current name is acceptable by rules,1,multiple_name_variants,Trạm thu phí Xuân Mai - Hòa Bình | Trạm Thu Phí Lương Sơn | QL6 | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai – Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình,Hòa Bình,QL6,"Trạm thu phí QL 6 Xuân Mai - Hòa Bình, QL6, Lương Sơn, Phú Thọ, Việt Nam",vn-toll-osm-13892995819,Trạm Thu Phí Lương Sơn,ChIJQ32qGjhFNDERqFMgXJirylU,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijy0pvdki7nterxrsufrtk7-0,toll_station,20.850209,106.027549,Trạm thu phí Yên Mỹ,Trạm thu phí Yên Mỹ,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Yên Mỹ | OSM toll 4686546644 | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm thu phí Yên Mỹ,Hưng Yên,,"V22H+32M Trạm Thu phí Yên Mỹ, Nút Giao Yên Mỹ, Yên Mỹ, Hưng Yên, Việt Nam",vn-toll-osm-4686546644,OSM toll 4686546644,ChIJy0PVDKi7NTERXrSuFrTk7_0,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijizmkglgeoderl3wwuangeo8,toll_station,10.111717,105.648978,Trạm thu phí Ô Môn,Trạm thu phí Ô Môn,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Ô Môn | OSM toll 5003536551 | Trạm Thu phí Ô Môn | Trạm Thu phí Ô Môn | Trạm thu phí Ô Môn,Cần Thơ,,"Phước Thới, Cần Thơ, Việt Nam",vn-toll-osm-5003536551,OSM toll 5003536551,ChIJizMkGlGEoDERl3WwUanGeo8,B_final,,,,,,
vn-toll-gmaps-chijldpaqq0aqjermirp-ousmjs,toll_station,15.930527,108.228712,Trạm thu phí Điện Bàn,Trạm thu phí Điện Bàn,keep,current name matches Google better than OSM,3,osm_placeholder_name;multiple_name_variants;source_name_conflict,Trạm thu phí Điện Bàn | OSM toll 5589299568 | Nhà đất Trạm Thu phí Điện Bàn | Nhà đất Trạm Thu phí Điện Bàn | Trạm thu phí Điện Bàn,Đà Nẵng,,"W6JH+6F8 Nhà đất Trạm Thu phí Điện Bàn, AH1, Điện Bàn Bắc, Đà Nẵng, Việt Nam",vn-toll-osm-5589299568,OSM toll 5589299568,ChIJLdpAqq0aQjERmiRp-ouSmJs,B_final,,,,,,
vn-toll-clean-072,toll_station,11.2218334,106.7252837,Trạm thu phí ĐT741,Trạm thu phí ĐT741,keep,current name is acceptable by rules,1,multiple_name_variants,Trạm thu phí ĐT741 | ĐT741 | TRẠM THU PHÍ DT741- BÌNH DƯƠNG | Trạm Thu Phí ĐT741 | Trạm thu phí ĐT741,Hồ Chí Minh,ĐT741,"6PCG+P43, ĐT741, Phước Hòa, Hồ Chí Minh, Việt Nam",,,,A_colleague,,,,,,
vn-toll-gmaps-chijw-epzqd3njeribu-dwg-pdu,toll_station,19.827931,105.69233,Trạm thu phí Đông Xuân,Trạm thu phí Đông Xuân,keep,current name matches Google better than OSM,2,osm_placeholder_name;source_name_conflict,Trạm thu phí Đông Xuân | OSM toll 1359071499 | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân,Thanh Hóa,,"RMHR+5W Trạm thu phí Đông Xuân, Đông Sơn, Thanh Hóa, Việt Nam",vn-toll-osm-1359071499,OSM toll 1359071499,ChIJw_epZQD3NjERiBu-Dwg-pdU,B_final,,,,,,
vn-toll-gmaps-chijosjouw5nnderljgn046zgi4,toll_station,20.965148,105.397958,Trạm thu phí đường Hòa Lạc - Hòa Bình,Trạm thu phí đường Hòa Lạc - Hòa Bình,keep,current name is acceptable by rules,2,osm_road_name_as_object_name;missing_road_context,Trạm thu phí đường Hòa Lạc - Hòa Bình | Đường cao tốc Hòa Lạc – Hòa Bình | Trạm thu phí đường Hòa Lạc - Hòa Bình,Hòa Bình,,"Hòa Bình, Việt Nam",vn-toll-osm-999443039,Đường cao tốc Hòa Lạc – Hòa Bình,ChIJOSJOUw5nNDERLjGn046zgi4,A_colleague;B_final,,,,,,
vn-toll-gmaps-chijg3byqa61czersgevsyvu4he,toll_station,12.188389,107.637639,Trạm thu phí Đắk Song,Trạm thu phí Đắk Song,keep,current name is acceptable by rules,1,multiple_name_variants,Trạm thu phí Đắk Song | Trạm Thu Phí Đắk Song | QL14 | TRẠM THU PHÍ ĐẮC NÔNG | Trạm Thu phí Đắk Song | Trạm thu phí Đắk Song,Lâm Đồng,QL14,"5JQQ+932 Trạm Thu phí Đắk Song, QL14, Trường Xuân, Lâm Đồng, Việt Nam",vn-toll-osm-10826144165,Trạm Thu Phí Đắk Song,ChIJG3ByQA61czERsGEVsyvu4HE,A_colleague;B_final,,,,,,
vn-toll-gmaps-chij-wvfyuvcter5tonghianj4,toll_station,11.859578,108.457887,Trạm thu phí Định An,Trạm thu phí Định An,keep,current name is acceptable by rules,3,osm_road_name_as_object_name;multiple_name_variants;source_name_conflict,Trạm thu phí Định An | Đường cao tốc Liên Khương - Prenn | CT27 | Trạm thu phí Định An,Lâm Đồng,CT27,"VF55+R5J Trạm Thu phí Định An, CT27, Hiệp Thạnh, Lâm Đồng, Việt Nam",vn-toll-osm-814071926,Đường cao tốc Liên Khương - Prenn,ChIJ-_WvFyUVcTER5tonghiANj4,B_final,,,,,,
vn-toll-results-a8c1640ca55f27,toll_station,21.378121,105.913552,Cầu treo thu phí,Cầu treo thu phí,keep,current name is acceptable by rules,1,missing_province_context,Cầu treo thu phí | Cầu treo thu phí,,,"9WH7+6C Cầu treo thu phí, Vạn Xuân, Thái Nguyên, Việt Nam",,,ChIJvdKCdAAZNTER1I3_pM4Sh1s,colleague_google_maps_results,,,,,,
vn-toll-results-8912940a55179a,toll_station,10.666701,106.457972,Trạm Thu phí Bến Lức,Trạm Thu phí Bến Lức,keep,current name is acceptable by rules,1,missing_province_context,Trạm Thu phí Bến Lức | Trạm Thu phí Bến Lức,,,"MF85+M5Q Trạm Thu phí Bến Lức, ĐT824, Bến Lức, Tây Ninh, Việt Nam",,,ChIJ27l-b9XNCjERsUO1qWTRhg8,colleague_google_maps_results,,,,,,
vn-toll-results-af81bbbd5539fa,toll_station,20.301291,106.562304,Trạm thu phí BOT Đường ven biển Thái Bình,Trạm thu phí BOT Đường ven biển Thái Bình,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí BOT Đường ven biển Thái Bình | Trạm thu phí BOT Đường ven biển Thái Bình,,,"8H26+GW7 Trạm Thu Phí BOT Đường ven biển Thái Bình, Hưng Phú, Hưng Yên, Việt Nam",,,ChIJYxIoWwABSjEReSdq-GRvTjU,colleague_google_maps_results,,,,,,
vn-toll-results-739d8616d1be53,toll_station,10.66154,106.560297,Trạm thu phí Bình Chánh,Trạm thu phí Bình Chánh,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Bình Chánh | Trạm thu phí Bình Chánh,,,"MH66+J42 Trạm Thu Phí Bình Chánh, Bình Chánh, Hồ Chí Minh, Việt Nam",,,ChIJy1DwEQAzdTER3zeH3h1YGtI,colleague_google_maps_results,,,,,,
vn-toll-results-4f58e6be10a8dc,toll_station,13.951063,109.007743,Trạm thu phí Bình Hiệp,Trạm thu phí Bình Hiệp,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Bình Hiệp | Trạm thu phí Bình Hiệp,,,"X225+C3 Trạm Thu Phí Bình Hiệp, Bình Hiệp, Gia Lai, Việt Nam",,,ChIJyYMmGQA9bzER-vb3_hXQdDw,colleague_google_maps_results,,,,,,
vn-toll-results-7e5e7fa4176995,toll_station,13.874158,108.008176,Trạm thu phí Chư Sê,Trạm thu phí Chư Sê,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Chư Sê | Trạm thu phí Chư Sê,,,"V2F5+P83 Trạm Thu Phí Chư Sê, Ia Băng, Gia Lai, Việt Nam",,,ChIJD1wWbAAnbDERlue5lijyFXg,colleague_google_maps_results,,,,,,
vn-toll-results-38e15c8298ba28,toll_station,10.699714,106.608864,Trạm thu phí Chợ Bình Điền,Trạm thu phí Chợ Bình Điền,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Chợ Bình Điền | Trạm thu phí Chợ Bình Điền,,,"MJX5+VGQ Trạm Thu Phí Chợ Bình Điền, Bình Đông, Hồ Chí Minh, Việt Nam",,,ChIJhVGZUAwydTERjxZNJvR0aOo,colleague_google_maps_results,,,,,,
vn-toll-results-51072ce4cf0518,toll_station,17.747179,106.440918,Trạm thu phí Cầu Gianh - Quảng Bình,Trạm thu phí Cầu Gianh - Quảng Bình,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Gianh - Quảng Bình | Trạm thu phí Cầu Gianh - Quảng Bình,,,"QL1A, Bắc Gianh, Quảng Trị, Việt Nam",,,ChIJT30jMjWfODERDWkeulo3OQY,colleague_google_maps_results,,,,,,
vn-toll-results-3dba1c41016286,toll_station,10.900781,106.714263,Trạm thu phí Cầu Ông Bố,Trạm thu phí Cầu Ông Bố,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Ông Bố | Trạm thu phí Cầu Ông Bố,,,"WP27+8P6 Trạm Thu Phí Cầu Ông Bố, ĐT743B, Bình Hòa, Hồ Chí Minh, Việt Nam",,,ChIJFy00tK7XdDER1hTd0x2iyII,colleague_google_maps_results,,,,,,
vn-toll-results-48f39937c30d08,toll_station,20.083758,105.809491,Trạm thu phí Hà Trung,Trạm thu phí Hà Trung,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Hà Trung | Trạm thu phí Hà Trung,,,"3RM5+GQ Trạm Thu Phí Hà Trung, Hà Long, Thanh Hóa, Việt Nam",,,ChIJLSGmSwBhNjERbVkHGl0uTRk,colleague_google_maps_results,,,,,,
vn-toll-results-dc1ebf3ae65637,toll_station,10.932586,107.967996,Trạm thu phí Nút Giao Ba Bàu,Trạm thu phí Nút Giao Ba Bàu,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nút Giao Ba Bàu | Trạm thu phí Nút Giao Ba Bàu,,,"WXM9+25 Trạm Thu Phí Nút Giao Ba Bàu, Hàm Kiệm, Bình Thuận, Việt Nam",,,ChIJOWpRcgApdDER45WgsD1p1rs,colleague_google_maps_results,,,,,,
vn-toll-results-b452ce137aea4d,toll_station,10.934372,107.977045,Trạm thu phí Nút Giao Ba Bàu,Trạm thu phí Nút Giao Ba Bàu,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nút Giao Ba Bàu | Trạm thu phí Nút Giao Ba Bàu,,,"WXMG+PR Trạm Thu Phí Nút Giao Ba Bàu, Hàm Kiệm, Bình Thuận, Việt Nam",,,ChIJlZ2NeQApdDERgAn-s5QsvC8,colleague_google_maps_results,,,,,,
vn-toll-results-41ca601e6c5f09,toll_station,10.88509,107.365801,Trạm thu phí Nút Giao TL765 Km 69+400,Trạm thu phí Nút Giao TL765 Km 69+400,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Nút Giao TL765 Km 69+400 | Trạm thu phí Nút Giao TL765 Km 69+400,,,"V9P8+28 Trạm Thu Phí Nút Giao TL765 Km69+400, Xuân Lộc, Đồng Nai, Việt Nam",,,ChIJsf0MbABVdDERdyEG3kkLf-Y,colleague_google_maps_results,,,,,,
vn-toll-results-69e1f994f650f1,toll_station,10.94037,108.141791,Trạm thu phí Phú Hài,Trạm thu phí Phú Hài,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Phú Hài | Trạm thu phí Phú Hài,,,"Trạm thu phí Phú Hài, 51 Nguyễn Thông, Phú Thủy, Lâm Đồng, Việt Nam",,,ChIJhfn86WGDdjERgv1QYBErJ-4,colleague_google_maps_results,,,,,,
vn-toll-results-05580e7545bfc7,toll_station,21.230577,105.693648,Trạm thu phí Quốc lộ 2,Trạm thu phí Quốc lộ 2,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Quốc lộ 2 | Trạm thu phí Quốc lộ 2,,,"QL23, Phúc Yên, Phú Thọ, Việt Nam",,,ChIJSzo2UQv8NDERmducBm6oRxo,colleague_google_maps_results,,,,,,
vn-toll-results-7d00ba5a038ceb,toll_station,21.339235,106.270349,Trạm thu phí Thị Trấn Vôi,Trạm thu phí Thị Trấn Vôi,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Thị Trấn Vôi | Trạm thu phí Thị Trấn Vôi,,,"87PC+R4 Trạm Thu Phí Thị Trấn Vôi, Lạng Giang, Bắc Ninh, Việt Nam",,,ChIJobOhEABvNTERDj2bNeAS1ns,colleague_google_maps_results,,,,,,
vn-toll-results-7c93585939dabb,toll_station,20.620462,105.749682,Trạm Thu Vé Thắng Cảnh Chùa Hương,Trạm Thu Vé Thắng Cảnh Chùa Hương,keep,current name is acceptable by rules,1,missing_province_context,Trạm Thu Vé Thắng Cảnh Chùa Hương | Trạm Thu Vé Thắng Cảnh Chùa Hương,,,"JPCX+5VM Trạm Thu Vé Thắng Cảnh Chùa Hương, Hương Sơn, Hà Nội, Việt Nam",,,ChIJfSi8_RIzNDERWftKVSihX-U,colleague_google_maps_results,,,,,,
vn-toll-results-c6169ba64724d7,toll_station,8.954324,105.101025,Trạm thu phí BOT Cầu Chà Là,Trạm thu phí BOT Cầu Chà Là,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí BOT Cầu Chà Là | Trạm thu phí BOT Cầu Chà Là,,,"X432+PCC Trạm Thu phí BOT Cầu Chà Là, Tân Duyệt, Tân Hưng, Cà Mau, Việt Nam",,,ChIJGXNhGn5VoTERer77fK5xJOE,colleague_google_maps_results,,,,,,
vn-toll-results-369644b8378979,toll_station,9.094715,105.153419,Trạm thu phí BOT Cầu Hoà Trung,Trạm thu phí BOT Cầu Hoà Trung,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí BOT Cầu Hoà Trung | Trạm thu phí BOT Cầu Hoà Trung,,,"35W3+889 Trạm Thu phí BOT Cầu Hoà Trung, Cầu Hòa Trung, Lương Thế Trân, Cà Mau, Việt Nam",,,ChIJk9w-F_ROoTER_2eg7gn87fg,colleague_google_maps_results,,,,,,
vn-toll-results-2548de6c7d62ae,toll_station,10.907639,106.790988,Trạm thu phí Bình Thung,Trạm thu phí Bình Thung,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Bình Thung | Trạm thu phí Bình Thung,,,"159 Đ Bình Thung, Dĩ An, Hồ Chí Minh, Việt Nam",,,ChIJVVVVVcrYdDERhjh1iPwwKqE,colleague_google_maps_results,,,,,,
vn-toll-results-740a234f764bbb,toll_station,10.412132,106.164817,Trạm thu phí Cai Lậy,Trạm thu phí Cai Lậy,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cai Lậy | Trạm thu phí Cai Lậy,,,"Tân Phú, Đồng Tháp, Việt Nam",,,ChIJCdYDUIS9CjER1xu-4gog-5Y,colleague_google_maps_results,,,,,,
vn-toll-results-1c3e261351c189,toll_station,11.880694,109.09664,Trạm thu phí Cam Thịnh Đông,Trạm thu phí Cam Thịnh Đông,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cam Thịnh Đông | Trạm thu phí Cam Thịnh Đông,,,"V3JW+7M Trạm Thu phí Cam Thịnh Đông, Nam Cam Ranh, Khánh Hòa, Việt Nam",,,ChIJS4SdOwDtcDER5uNqRubSUHg,colleague_google_maps_results,,,,,,
vn-toll-results-99e95a3669a3f8,toll_station,20.288189,106.012548,Trạm thu phí Cao Bồ,Trạm thu phí Cao Bồ,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cao Bồ | Trạm thu phí Cao Bồ,,,"Trạm thu phí Cao Bồ, QL10, Ý Yên, Ninh Bình, Việt Nam",,,ChIJ31XzWwB3NjERbiUgC7c621o,colleague_google_maps_results,,,,,,
vn-toll-results-2494ccf7f28041,toll_station,11.363849,106.62765,Trạm thu phí Chơn Thành,Trạm thu phí Chơn Thành,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Chơn Thành | Trạm thu phí Chơn Thành,,,"9J7H+G3J Trạm Thu phí Chơn Thành, Chơn Thành, Đồng Nai, Việt Nam",,,ChIJh_cBjCqydDER7RVqcOxffm4,colleague_google_maps_results,,,,,,
vn-toll-results-d29ed70a638d07,toll_station,10.68161,106.557509,Trạm thu phí Chợ Đệm,Trạm thu phí Chợ Đệm,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Chợ Đệm | Trạm thu phí Chợ Đệm,,,"MHJ5+J2R Trạm Thu phí Chợ Đệm, Tân Nhựt, Hồ Chí Minh, Việt Nam",,,ChIJHYe4EMIydTERuxgZ8VO1yh0,colleague_google_maps_results,,,,,,
vn-toll-results-8ff6c50876e0b4,toll_station,13.413567,108.092846,Trạm thu phí Cầu 110,Trạm thu phí Cầu 110,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu 110 | Trạm thu phí Cầu 110,,,"C37V+C4H Trạm Thu phí Cầu 110, AH17, Ia Le, Gia Lai, Việt Nam",,,ChIJCaCTr513bjERD5TaDp6bjmo,colleague_google_maps_results,,,,,,
vn-toll-results-2d89abdd48d147,toll_station,10.743632,105.298343,Trạm thu phí Cầu Cái Vừng,Trạm thu phí Cầu Cái Vừng,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Cái Vừng | Trạm thu phí Cầu Cái Vừng,,,"P7VX+F84 Trạm Thu phí Cầu Cái Vừng, Long Phú Thuận, Đồng Tháp, Việt Nam",,,ChIJT7jgjPU7CjER1SXHan2fbYM,colleague_google_maps_results,,,,,,
vn-toll-results-01b795c3aac577,toll_station,10.462812,106.644148,Trạm thu phí Cầu Mỹ Lợi,Trạm thu phí Cầu Mỹ Lợi,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Mỹ Lợi | Trạm thu phí Cầu Mỹ Lợi,,,"FJ7V+4MC Trạm Thu phí Cầu Mỹ Lợi, Sơn Qui, Đồng Tháp, Việt Nam",,,ChIJ60wHMgBJdTERcveHpUNm6AY,colleague_google_maps_results,,,,,,
vn-toll-results-ca56e8b14241e6,toll_station,10.983539,106.643176,Trạm thu phí Cầu Phú Cường,Trạm thu phí Cầu Phú Cường,keep,current name is acceptable by rules,1,missing_province_context,Trạm thu phí Cầu Phú Cường | Trạm thu phí Cầu Phú Cường,,,"Huỳnh Văn Cù, Thủ Dầu Một, Hồ Chí Minh, Việt Nam",,,ChIJrxXUZEPRdDERgi0JE1ND4FM,colleague_google_maps_results,,,,,,
