object_id,object_type,lat,lon,current_name,candidate_names,issue_types,rule_suggested_name,rule_suggested_action,ai_suggested_name,ai_action_original,ai_action_final,ai_confidence,ai_reason,final_review_decision,final_name,reviewer_note
vn-toll-gmaps-chij3whjiascoderoc1smos1xbs,toll_station,17.890216,106.450909,Trạm thu phí TASCO Quảng Bình,Trạm thu phí TASCO Quảng Bình | OSM toll 668714123 | Trạm Thu Phí TASCO Quảng Bình | Trạm Thu Phí TASCO Quảng Bình | TRẠM THU PHÍ TASCO QUẢNG BÌNH | Trạm Thu Phí TASCO Quảng Bình | Trạm thu phí TASCO Quảng Bình,osm_placeholder_name;source_name_conflict,Trạm thu phí TASCO Quảng Bình,keep,Trạm thu phí TASCO Quảng Bình,keep,keep,0.95,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng nào cho thấy tên này sai.",keep,Trạm thu phí TASCO Quảng Bình,
vn-toll-gmaps-chijj9dxbz8nntery-h6eafxdse,toll_station,21.644094,105.785999,Trạm thu phí Thái Nguyên - Chợ Mới,Trạm thu phí Thái Nguyên - Chợ Mới | OSM toll 10001978675 | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm Thu phí Thái Nguyên - Chợ Mới | Trạm thu phí Thái Nguyên - Chợ Mới,osm_placeholder_name;source_name_conflict,Trạm thu phí Thái Nguyên - Chợ Mới,keep,Trạm thu phí Thái Nguyên - Chợ Mới,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng sai lệch.",keep,Trạm thu phí Thái Nguyên - Chợ Mới,
vn-toll-gmaps-chijq6qqvpajnterc3bdyznisgo,toll_station,20.776437,106.507622,Trạm thu phí Tiên Cựu,Trạm thu phí Tiên Cựu | OSM toll 6864061670 | QL10 | Trạm Thu phí Tiên Cựu | Trạm Thu phí Tiên Cựu | TRẠM THU PHÍ TIÊN CỰU | Trạm Thu phí Tiên Cựu | Trạm thu phí Tiên Cựu,osm_placeholder_name;multiple_name_variants;source_name_conflict,Trạm thu phí Tiên Cựu,keep,Trạm thu phí Tiên Cựu,keep,keep,0.95,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không có bằng chứng sai lệch.",keep,Trạm thu phí Tiên Cựu,
vn-toll-gmaps-chijoz7tsyhkdderuzx9tyaqzms,toll_station,10.945377,107.057444,Trạm thu phí Trảng Bom,Trạm thu phí Trảng Bom | Trạm thu phí Trảng Bom | QL1A | TRẠM THU PHÍ TRẢNG BOM- ĐỒNG NAI | Trạm Thu phí Trảng Bom | Trạm thu phí Trảng Bom,multiple_name_variants,Trạm thu phí Trảng Bom,keep,Trạm thu phí Trảng Bom,keep,keep,0.95,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng sai lệch.",keep,Trạm thu phí Trảng Bom,
vn-toll-gmaps-chij1umhywbvaderfo0oqudtkge,toll_station,15.063359,108.839193,Trạm thu phí Tư Nghĩa,Trạm thu phí Tư Nghĩa | OSM toll 6860315448 | Trạm Thu phí Tư Nghĩa | Trạm Thu phí Tư Nghĩa | TRẠM THU PHÍ TƯ NGHĨA | Trạm Thu phí Tư Nghĩa | Trạm thu phí Tư Nghĩa,osm_placeholder_name;source_name_conflict,Trạm thu phí Tư Nghĩa,keep,Trạm thu phí Tư Nghĩa,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng nào cho thấy tên này sai.",keep,Trạm thu phí Tư Nghĩa,
vn-toll-gmaps-chij180vwgctndertlpjgciqgh4,toll_station,21.365264,105.380222,Trạm thu phí Việt Trì (IC7),Trạm thu phí Việt Trì (IC7) | Trạm thu phí Việt Trì | CT05 | Trạm thu phí Việt Trì (IC7),multiple_name_variants,Trạm thu phí Việt Trì (IC7),keep,Trạm thu phí Việt Trì,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, không cần thêm phần ngoặc IC7.",keep,Trạm thu phí Việt Trì (IC7),
vn-toll-gmaps-chij3dxy82ftnderbrdtq0yxuy8,toll_station,21.355073,105.463963,Trạm thu phí Văn Quán (IC6),Trạm thu phí Văn Quán (IC6) | OSM toll 6554465773 | Trạm Thu phí Văn Quán (IC6) | Trạm Thu phí Văn Quán (IC6) | Trạm thu phí Văn Quán (IC6),osm_placeholder_name;source_name_conflict,Trạm thu phí Văn Quán (IC6),keep,Trạm thu phí Văn Quán (IC6),keep,keep,0.9,Tên hiện tại đã rõ ràng và khớp với nguồn Google/current.,keep,Trạm thu phí Văn Quán (IC6),
vn-toll-gmaps-chijq32qgjhfnderqfmgxjirylu,toll_station,20.870306,105.513575,Trạm thu phí Xuân Mai - Hòa Bình,Trạm thu phí Xuân Mai - Hòa Bình | Trạm Thu Phí Lương Sơn | QL6 | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai – Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình | Trạm thu phí Xuân Mai - Hòa Bình,multiple_name_variants,Trạm thu phí Xuân Mai - Hòa Bình,keep,Trạm thu phí Xuân Mai - Hòa Bình,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng sai lệch.",keep,Trạm thu phí Xuân Mai - Hòa Bình,
vn-toll-gmaps-chijy0pvdki7nterxrsufrtk7-0,toll_station,20.850209,106.027549,Trạm thu phí Yên Mỹ,Trạm thu phí Yên Mỹ | OSM toll 4686546644 | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm Thu phí Yên Mỹ | Trạm thu phí Yên Mỹ,osm_placeholder_name;source_name_conflict,Trạm thu phí Yên Mỹ,keep,Trạm thu phí Yên Mỹ,keep,keep,0.95,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng nào cho thấy tên này sai.",keep,Trạm thu phí Yên Mỹ,
vn-toll-gmaps-chijizmkglgeoderl3wwuangeo8,toll_station,10.111717,105.648978,Trạm thu phí Ô Môn,Trạm thu phí Ô Môn | OSM toll 5003536551 | Trạm Thu phí Ô Môn | Trạm Thu phí Ô Môn | Trạm thu phí Ô Môn,osm_placeholder_name;source_name_conflict,Trạm thu phí Ô Môn,keep,Trạm thu phí Ô Môn,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng sai lệch.",keep,Trạm thu phí Ô Môn,
vn-toll-gmaps-chijldpaqq0aqjermirp-ousmjs,toll_station,15.930527,108.228712,Trạm thu phí Điện Bàn,Trạm thu phí Điện Bàn | OSM toll 5589299568 | Nhà đất Trạm Thu phí Điện Bàn | Nhà đất Trạm Thu phí Điện Bàn | Trạm thu phí Điện Bàn,osm_placeholder_name;multiple_name_variants;source_name_conflict,Trạm thu phí Điện Bàn,keep,Trạm thu phí Điện Bàn,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng nào cho thấy tên này sai.",keep,Trạm thu phí Điện Bàn,
vn-toll-clean-072,toll_station,11.2218334,106.7252837,Trạm thu phí ĐT741,Trạm thu phí ĐT741 | ĐT741 | TRẠM THU PHÍ DT741- BÌNH DƯƠNG | Trạm Thu Phí ĐT741 | Trạm thu phí ĐT741,multiple_name_variants,Trạm thu phí ĐT741,keep,Trạm thu phí ĐT741,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng sai lệch.",keep,Trạm thu phí ĐT741,
vn-toll-gmaps-chijw-epzqd3njeribu-dwg-pdu,toll_station,19.827931,105.69233,Trạm thu phí Đông Xuân,Trạm thu phí Đông Xuân | OSM toll 1359071499 | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân | Trạm thu phí Đông Xuân,osm_placeholder_name;source_name_conflict,Trạm thu phí Đông Xuân,keep,Trạm thu phí Đông Xuân,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không có bằng chứng nào cho thấy tên này sai.",keep,Trạm thu phí Đông Xuân,
vn-toll-gmaps-chijosjouw5nnderljgn046zgi4,toll_station,20.965148,105.397958,Trạm thu phí đường Hòa Lạc - Hòa Bình,Trạm thu phí đường Hòa Lạc - Hòa Bình | Đường cao tốc Hòa Lạc – Hòa Bình | Trạm thu phí đường Hòa Lạc - Hòa Bình,osm_road_name_as_object_name;missing_road_context,Trạm thu phí đường Hòa Lạc - Hòa Bình,keep,Trạm thu phí đường Hòa Lạc - Hòa Bình,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí đường Hòa Lạc - Hòa Bình,
vn-toll-gmaps-chijg3byqa61czersgevsyvu4he,toll_station,12.188389,107.637639,Trạm thu phí Đắk Song,Trạm thu phí Đắk Song | Trạm Thu Phí Đắk Song | QL14 | TRẠM THU PHÍ ĐẮC NÔNG | Trạm Thu phí Đắk Song | Trạm thu phí Đắk Song,multiple_name_variants,Trạm thu phí Đắk Song,keep,Trạm thu phí Đắk Song,keep,keep,0.95,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Đắk Song,
vn-toll-gmaps-chij-wvfyuvcter5tonghianj4,toll_station,11.859578,108.457887,Trạm thu phí Định An,Trạm thu phí Định An | Đường cao tốc Liên Khương - Prenn | CT27 | Trạm thu phí Định An,osm_road_name_as_object_name;multiple_name_variants;source_name_conflict,Trạm thu phí Định An,keep,Trạm thu phí Định An,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google/current, không cần thay đổi.",keep,Trạm thu phí Định An,
vn-toll-results-a8c1640ca55f27,toll_station,21.378121,105.913552,Cầu treo thu phí,Cầu treo thu phí | Cầu treo thu phí,missing_province_context,Cầu treo thu phí,keep,Cầu treo thu phí,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Cầu treo thu phí,
vn-toll-results-8912940a55179a,toll_station,10.666701,106.457972,Trạm Thu phí Bến Lức,Trạm Thu phí Bến Lức | Trạm Thu phí Bến Lức,missing_province_context,Trạm Thu phí Bến Lức,keep,Trạm Thu phí Bến Lức,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm Thu phí Bến Lức,
vn-toll-results-af81bbbd5539fa,toll_station,20.301291,106.562304,Trạm thu phí BOT Đường ven biển Thái Bình,Trạm thu phí BOT Đường ven biển Thái Bình | Trạm thu phí BOT Đường ven biển Thái Bình,missing_province_context,Trạm thu phí BOT Đường ven biển Thái Bình,keep,Trạm thu phí BOT Đường ven biển Thái Bình,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí BOT Đường ven biển Thái Bình,
vn-toll-results-739d8616d1be53,toll_station,10.66154,106.560297,Trạm thu phí Bình Chánh,Trạm thu phí Bình Chánh | Trạm thu phí Bình Chánh,missing_province_context,Trạm thu phí Bình Chánh,keep,Trạm thu phí Bình Chánh,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Bình Chánh,
vn-toll-results-4f58e6be10a8dc,toll_station,13.951063,109.007743,Trạm thu phí Bình Hiệp,Trạm thu phí Bình Hiệp | Trạm thu phí Bình Hiệp,missing_province_context,Trạm thu phí Bình Hiệp,keep,Trạm thu phí Bình Hiệp,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Bình Hiệp,
vn-toll-results-7e5e7fa4176995,toll_station,13.874158,108.008176,Trạm thu phí Chư Sê,Trạm thu phí Chư Sê | Trạm thu phí Chư Sê,missing_province_context,Trạm thu phí Chư Sê,keep,Trạm thu phí Chư Sê,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Chư Sê,
vn-toll-results-38e15c8298ba28,toll_station,10.699714,106.608864,Trạm thu phí Chợ Bình Điền,Trạm thu phí Chợ Bình Điền | Trạm thu phí Chợ Bình Điền,missing_province_context,Trạm thu phí Chợ Bình Điền,keep,Trạm thu phí Chợ Bình Điền,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Chợ Bình Điền,
vn-toll-results-51072ce4cf0518,toll_station,17.747179,106.440918,Trạm thu phí Cầu Gianh - Quảng Bình,Trạm thu phí Cầu Gianh - Quảng Bình | Trạm thu phí Cầu Gianh - Quảng Bình,missing_province_context,Trạm thu phí Cầu Gianh - Quảng Bình,keep,Trạm thu phí Cầu Gianh - Quảng Bình,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Gianh - Quảng Bình,
vn-toll-results-3dba1c41016286,toll_station,10.900781,106.714263,Trạm thu phí Cầu Ông Bố,Trạm thu phí Cầu Ông Bố | Trạm thu phí Cầu Ông Bố,missing_province_context,Trạm thu phí Cầu Ông Bố,keep,Trạm thu phí Cầu Ông Bố,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Ông Bố,
vn-toll-results-48f39937c30d08,toll_station,20.083758,105.809491,Trạm thu phí Hà Trung,Trạm thu phí Hà Trung | Trạm thu phí Hà Trung,missing_province_context,Trạm thu phí Hà Trung,keep,Trạm thu phí Hà Trung,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Hà Trung,
vn-toll-results-dc1ebf3ae65637,toll_station,10.932586,107.967996,Trạm thu phí Nút Giao Ba Bàu,Trạm thu phí Nút Giao Ba Bàu | Trạm thu phí Nút Giao Ba Bàu,missing_province_context,Trạm thu phí Nút Giao Ba Bàu,keep,Trạm thu phí Nút Giao Ba Bàu,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Nút Giao Ba Bàu,
vn-toll-results-b452ce137aea4d,toll_station,10.934372,107.977045,Trạm thu phí Nút Giao Ba Bàu,Trạm thu phí Nút Giao Ba Bàu | Trạm thu phí Nút Giao Ba Bàu,missing_province_context,Trạm thu phí Nút Giao Ba Bàu,keep,Trạm thu phí Nút Giao Ba Bàu,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Nút Giao Ba Bàu,
vn-toll-results-41ca601e6c5f09,toll_station,10.88509,107.365801,Trạm thu phí Nút Giao TL765 Km 69+400,Trạm thu phí Nút Giao TL765 Km 69+400 | Trạm thu phí Nút Giao TL765 Km 69+400,missing_province_context,Trạm thu phí Nút Giao TL765 Km 69+400,keep,Trạm thu phí Nút Giao TL765 Km 69+400,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Nút Giao TL765 Km 69+400,
vn-toll-results-69e1f994f650f1,toll_station,10.94037,108.141791,Trạm thu phí Phú Hài,Trạm thu phí Phú Hài | Trạm thu phí Phú Hài,missing_province_context,Trạm thu phí Phú Hài,keep,Trạm thu phí Phú Hài,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Phú Hài,
vn-toll-results-05580e7545bfc7,toll_station,21.230577,105.693648,Trạm thu phí Quốc lộ 2,Trạm thu phí Quốc lộ 2 | Trạm thu phí Quốc lộ 2,missing_province_context,Trạm thu phí Quốc lộ 2,keep,Trạm thu phí Quốc lộ 2,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Quốc lộ 2,
vn-toll-results-7d00ba5a038ceb,toll_station,21.339235,106.270349,Trạm thu phí Thị Trấn Vôi,Trạm thu phí Thị Trấn Vôi | Trạm thu phí Thị Trấn Vôi,missing_province_context,Trạm thu phí Thị Trấn Vôi,keep,Trạm thu phí Thị Trấn Vôi,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Thị Trấn Vôi,
vn-toll-results-7c93585939dabb,toll_station,20.620462,105.749682,Trạm Thu Vé Thắng Cảnh Chùa Hương,Trạm Thu Vé Thắng Cảnh Chùa Hương | Trạm Thu Vé Thắng Cảnh Chùa Hương,missing_province_context,Trạm Thu Vé Thắng Cảnh Chùa Hương,keep,Trạm Thu Vé Thắng Cảnh Chùa Hương,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm Thu Vé Thắng Cảnh Chùa Hương,
vn-toll-results-c6169ba64724d7,toll_station,8.954324,105.101025,Trạm thu phí BOT Cầu Chà Là,Trạm thu phí BOT Cầu Chà Là | Trạm thu phí BOT Cầu Chà Là,missing_province_context,Trạm thu phí BOT Cầu Chà Là,keep,Trạm thu phí BOT Cầu Chà Là,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí BOT Cầu Chà Là,
vn-toll-results-369644b8378979,toll_station,9.094715,105.153419,Trạm thu phí BOT Cầu Hoà Trung,Trạm thu phí BOT Cầu Hoà Trung | Trạm thu phí BOT Cầu Hoà Trung,missing_province_context,Trạm thu phí BOT Cầu Hoà Trung,keep,Trạm thu phí BOT Cầu Hoà Trung,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí BOT Cầu Hoà Trung,
vn-toll-results-2548de6c7d62ae,toll_station,10.907639,106.790988,Trạm thu phí Bình Thung,Trạm thu phí Bình Thung | Trạm thu phí Bình Thung,missing_province_context,Trạm thu phí Bình Thung,keep,Trạm thu phí Bình Thung,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không có bằng chứng sai lệch.",keep,Trạm thu phí Bình Thung,
vn-toll-results-740a234f764bbb,toll_station,10.412132,106.164817,Trạm thu phí Cai Lậy,Trạm thu phí Cai Lậy | Trạm thu phí Cai Lậy,missing_province_context,Trạm thu phí Cai Lậy,keep,Trạm thu phí Cai Lậy,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cai Lậy,
vn-toll-results-1c3e261351c189,toll_station,11.880694,109.09664,Trạm thu phí Cam Thịnh Đông,Trạm thu phí Cam Thịnh Đông | Trạm thu phí Cam Thịnh Đông,missing_province_context,Trạm thu phí Cam Thịnh Đông,keep,Trạm thu phí Cam Thịnh Đông,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cam Thịnh Đông,
vn-toll-results-99e95a3669a3f8,toll_station,20.288189,106.012548,Trạm thu phí Cao Bồ,Trạm thu phí Cao Bồ | Trạm thu phí Cao Bồ,missing_province_context,Trạm thu phí Cao Bồ,keep,Trạm thu phí Cao Bồ,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, chỉ thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Cao Bồ,
vn-toll-results-2494ccf7f28041,toll_station,11.363849,106.62765,Trạm thu phí Chơn Thành,Trạm thu phí Chơn Thành | Trạm thu phí Chơn Thành,missing_province_context,Trạm thu phí Chơn Thành,keep,Trạm thu phí Chơn Thành,keep,keep,0.9,Tên hiện tại đã rõ và khớp với nguồn Google/current.,keep,Trạm thu phí Chơn Thành,
vn-toll-results-d29ed70a638d07,toll_station,10.68161,106.557509,Trạm thu phí Chợ Đệm,Trạm thu phí Chợ Đệm | Trạm thu phí Chợ Đệm,missing_province_context,Trạm thu phí Chợ Đệm,keep,Trạm thu phí Chợ Đệm,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Chợ Đệm,
vn-toll-results-8ff6c50876e0b4,toll_station,13.413567,108.092846,Trạm thu phí Cầu 110,Trạm thu phí Cầu 110 | Trạm thu phí Cầu 110,missing_province_context,Trạm thu phí Cầu 110,keep,Trạm thu phí Cầu 110,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thêm thông tin tỉnh.",keep,Trạm thu phí Cầu 110,
vn-toll-results-2d89abdd48d147,toll_station,10.743632,105.298343,Trạm thu phí Cầu Cái Vừng,Trạm thu phí Cầu Cái Vừng | Trạm thu phí Cầu Cái Vừng,missing_province_context,Trạm thu phí Cầu Cái Vừng,keep,Trạm thu phí Cầu Cái Vừng,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Cầu Cái Vừng,
vn-toll-results-01b795c3aac577,toll_station,10.462812,106.644148,Trạm thu phí Cầu Mỹ Lợi,Trạm thu phí Cầu Mỹ Lợi | Trạm thu phí Cầu Mỹ Lợi,missing_province_context,Trạm thu phí Cầu Mỹ Lợi,keep,Trạm thu phí Cầu Mỹ Lợi,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Mỹ Lợi,
vn-toll-results-ca56e8b14241e6,toll_station,10.983539,106.643176,Trạm thu phí Cầu Phú Cường,Trạm thu phí Cầu Phú Cường | Trạm thu phí Cầu Phú Cường,missing_province_context,Trạm thu phí Cầu Phú Cường,keep,Trạm thu phí Cầu Phú Cường,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Phú Cường,
vn-toll-results-6e730c62d2763e,toll_station,9.314628,105.017323,Trạm thu phí Cầu Qua Sông Cái Tàu,Trạm thu phí Cầu Qua Sông Cái Tàu | Trạm thu phí Cầu Qua Sông Cái Tàu,missing_province_context,Trạm thu phí Cầu Qua Sông Cái Tàu,keep,Trạm thu phí Cầu Qua Sông Cái Tàu,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Qua Sông Cái Tàu,
vn-toll-results-28d3bc49a698e9,toll_station,9.069026,104.967868,Trạm thu phí Cầu Trần Văn Thời,Trạm thu phí Cầu Trần Văn Thời | Trạm thu phí Cầu Trần Văn Thời,missing_province_context,Trạm thu phí Cầu Trần Văn Thời,keep,Trạm thu phí Cầu Trần Văn Thời,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Trần Văn Thời,
vn-toll-results-adcaa96d531180,toll_station,9.438099,104.930935,Trạm thu phí Cầu qua Sông Cái Tàu,Trạm thu phí Cầu qua Sông Cái Tàu | Trạm thu phí Cầu qua Sông Cái Tàu,missing_province_context,Trạm thu phí Cầu qua Sông Cái Tàu,keep,Trạm thu phí Cầu qua Sông Cái Tàu,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu qua Sông Cái Tàu,
vn-toll-results-c53dfe0022532c,toll_station,9.460895,105.044275,Trạm thu phí Cầu treo Tân Bằng,Trạm thu phí Cầu treo Tân Bằng | Trạm thu phí Cầu treo Tân Bằng,missing_province_context,Trạm thu phí Cầu treo Tân Bằng,keep,Trạm thu phí Cầu treo Tân Bằng,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu treo Tân Bằng,
vn-toll-results-56e61462afce7f,toll_station,10.516136,105.321055,Trạm thu phí Cầu Đình Bình Thủy,Trạm thu phí Cầu Đình Bình Thủy | Trạm thu phí Cầu Đình Bình Thủy,missing_province_context,Trạm thu phí Cầu Đình Bình Thủy,keep,Trạm thu phí Cầu Đình Bình Thủy,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Cầu Đình Bình Thủy,
vn-toll-results-4af1a34590c361,toll_station,20.107342,105.54336,Trạm thu phí Cẩm Vân,Trạm thu phí Cẩm Vân | Trạm thu phí Cẩm Vân,missing_province_context,Trạm thu phí Cẩm Vân,keep,Trạm thu phí Cẩm Vân,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Cẩm Vân,
vn-toll-results-8a1e5b19f33024,toll_station,11.746694,109.056815,Trạm thu phí Du Long,Trạm thu phí Du Long | Trạm thu phí Du Long,missing_province_context,Trạm thu phí Du Long,keep,Trạm thu phí Du Long,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Du Long,
vn-toll-results-022c2d4e049418,toll_station,20.856773,106.294329,Trạm thu phí Gia Lộc,Trạm thu phí Gia Lộc | Trạm thu phí Gia Lộc,missing_province_context,Trạm thu phí Gia Lộc,keep,Trạm thu phí Gia Lộc,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Gia Lộc,
vn-toll-results-de8a43dad059a1,toll_station,15.710278,108.3354,Trạm thu phí Hà Lam,Trạm thu phí Hà Lam | Trạm thu phí Hà Lam,missing_province_context,Trạm thu phí Hà Lam,keep,Trạm thu phí Hà Lam,keep,keep,0.9,"Tên hiện tại đã rõ và khớp với nguồn Google/current, mặc dù thiếu ngữ cảnh tỉnh.",keep,Trạm thu phí Hà Lam,
vn-toll-results-a7826df3ecbebc,toll_station,21.097299,107.353365,Trạm thu phí IC Cẩm Y,Trạm thu phí IC Cẩm Y | Trạm thu phí IC Cẩm Y,missing_province_context,Trạm thu phí IC Cẩm Y,keep,Trạm thu phí IC Cẩm Y,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí IC Cẩm Y,
vn-toll-results-0c9c1042e1b704,toll_station,21.698947,104.841234,Trạm thu phí IC13,Trạm thu phí IC13 | Trạm thu phí IC13,missing_province_context,Trạm thu phí IC13,keep,Trạm thu phí IC13,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí IC13,
vn-toll-results-3f24069383f14c,toll_station,11.313348,108.724658,Trạm thu phí Km 133+770,Trạm thu phí Km 133+770 | Trạm thu phí Km 133+770,missing_province_context,Trạm thu phí Km 133+770,keep,Trạm thu phí Km 133+770,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Km 133+770,
vn-toll-results-a521fbe8e35eee,toll_station,18.956451,105.561797,Trạm thu phí Km 430+500,Trạm thu phí Km 430+500 | Trạm thu phí Km 430+500,missing_province_context,Trạm thu phí Km 430+500,keep,Trạm thu phí Km 430+500,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Km 430+500,
vn-toll-results-9dc19a42074b4a,toll_station,13.944457,108.857778,Trạm thu phí Km 49+550 Quốc lộ 19,Trạm thu phí Km 49+550 Quốc lộ 19 | Trạm thu phí Km 49+550 Quốc lộ 19,missing_province_context,Trạm thu phí Km 49+550 Quốc lộ 19,keep,Trạm thu phí Km 49+550 Quốc lộ 19,keep,keep,0.9,"Tên hiện tại đã rõ ràng và khớp với nguồn Google, không cần thay đổi.",keep,Trạm thu phí Km 49+550 Quốc lộ 19,
